 NUMBER OF TRACKS   1 FOLLOWING LINES INCLUDE NUMBER OF MODELS PER TRACK, STARTING MASS, AND STARTING ROTATION PERIOD
    1 1490  1.2500  8.0000
  J    K    Age(Gyr)         L/Lsun          R/Rsun        LogTeff(K)       Mcz(Msun)        Rcz(Rsun)          Xcen         Itot(cgs)       Icz(cgs)      Tau(cz)(sec)   HeCore(Msun)     Patm(cgs)       Mass(Msun)      Prot(days)      Icore(cgs)     Omega(core)     Omega(env)      Jtot(cgs)      Jcore(cgs)      Jenv(cgs)  CentrifugalCorr     CoronalB/Bsol       dM/dt(Msun/yr)
   1       1      1.37348103E-04  8.79777591E+00  4.73721784E+00  3.65965553E+00  1.25000000E+00  1.43740000E-10  7.11660288E-01  5.29945355E+55  5.29945355E+55  1.61813283E+07  0.00000000E+00  1.32086165E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.81733922E+50  0.00000000E+00  0.00000000E+00  8.62278661E-01  3.91874151E+00  1.77261757E-11
   1       2      1.39269213E-04  8.74794966E+00  4.72213266E+00  3.65973146E+00  1.25000000E+00  1.43740000E-10  7.11660265E-01  5.26643896E+55  5.26643896E+55  1.60258070E+07  0.00000000E+00  1.32948796E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.78732811E+50  0.00000000E+00  0.00000000E+00  8.62949686E-01  3.93151699E+00  1.76257834E-11
   1       3      1.40746990E-04  8.71033750E+00  4.71071385E+00  3.65978937E+00  1.25000000E+00  1.43740000E-10  7.11660247E-01  5.24151522E+55  5.24151522E+55  1.59629943E+07  0.00000000E+00  1.33606304E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.76467179E+50  0.00000000E+00  0.00000000E+00  8.63458276E-01  3.94122680E+00  1.75500006E-11
   1       4      1.41883742E-04  8.68183305E+00  4.70203997E+00  3.65983368E+00  1.25000000E+00  1.43740000E-10  7.11660232E-01  5.22262080E+55  5.22262080E+55  1.59144178E+07  0.00000000E+00  1.34108282E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.74749628E+50  0.00000000E+00  0.00000000E+00  8.63844981E-01  3.94862374E+00  1.74925685E-11
   1       5      1.42842611E-04  8.65808288E+00  4.69479828E+00  3.65987095E+00  1.25000000E+00  1.43740000E-10  7.11660220E-01  5.20687136E+55  5.20687136E+55  1.58732908E+07  0.00000000E+00  1.34528993E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.73317963E+50  0.00000000E+00  0.00000000E+00  8.64168082E-01  3.95481249E+00  1.74447155E-11
   1       6      1.43799550E-04  8.63466057E+00  4.68764548E+00  3.65990792E+00  1.25000000E+00  1.43740000E-10  7.11660207E-01  5.19133743E+55  5.19133743E+55  1.58321765E+07  0.00000000E+00  1.34946094E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.71905889E+50  0.00000000E+00  0.00000000E+00  8.64487435E-01  3.96093862E+00  1.73975231E-11
   1       7      1.44757111E-04  8.61149782E+00  4.68056168E+00  3.65994467E+00  1.25000000E+00  1.43740000E-10  7.11660194E-01  5.17597516E+55  5.17597516E+55  1.57909600E+07  0.00000000E+00  1.35360731E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.70509419E+50  0.00000000E+00  0.00000000E+00  8.64803920E-01  3.96701915E+00  1.73508537E-11
   1       8      1.45715677E-04  8.58858982E+00  4.67354242E+00  3.65998136E+00  1.25000000E+00  1.43740000E-10  7.11660181E-01  5.16077439E+55  5.16077439E+55  1.57496196E+07  0.00000000E+00  1.35772952E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.69127631E+50  0.00000000E+00  0.00000000E+00  8.65117731E-01  3.97305505E+00  1.73046976E-11
   1       9      1.46675094E-04  8.56593410E+00  4.66658928E+00  3.66001788E+00  1.25000000E+00  1.43740000E-10  7.11660167E-01  5.14573783E+55  5.14573783E+55  1.57082208E+07  0.00000000E+00  1.36182744E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.67760769E+50  0.00000000E+00  0.00000000E+00  8.65428789E-01  3.97904630E+00  1.72590498E-11
   1      10      1.47635942E-04  8.54352241E+00  4.65969669E+00  3.66005440E+00  1.25000000E+00  1.43740000E-10  7.11660154E-01  5.13085322E+55  5.13085322E+55  1.56667103E+07  0.00000000E+00  1.36590215E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.66407719E+50  0.00000000E+00  0.00000000E+00  8.65737338E-01  3.98499469E+00  1.72138937E-11
   1      11      1.48598188E-04  8.52133988E+00  4.65286635E+00  3.66009067E+00  1.25000000E+00  1.43740000E-10  7.11660139E-01  5.11612313E+55  5.11612313E+55  1.56251208E+07  0.00000000E+00  1.36995556E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.65068716E+50  0.00000000E+00  0.00000000E+00  8.66043294E-01  3.99090318E+00  1.71691993E-11
   1      12      1.49562655E-04  8.49936811E+00  4.64609208E+00  3.66012674E+00  1.25000000E+00  1.43740000E-10  7.11660125E-01  5.10153375E+55  5.10153375E+55  1.55834502E+07  0.00000000E+00  1.37399056E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.63742504E+50  0.00000000E+00  0.00000000E+00  8.66346929E-01  3.99677617E+00  1.71249295E-11
   1      13      1.50529677E-04  8.47760981E+00  4.63936941E+00  3.66016286E+00  1.25000000E+00  1.43740000E-10  7.11660110E-01  5.08707578E+55  5.08707578E+55  1.55416642E+07  0.00000000E+00  1.37800661E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.62428238E+50  0.00000000E+00  0.00000000E+00  8.66648438E-01  4.00261301E+00  1.70810898E-11
   1      14      1.51498854E-04  8.45606049E+00  4.63270324E+00  3.66019876E+00  1.25000000E+00  1.43740000E-10  7.11660095E-01  5.07275843E+55  5.07275843E+55  1.54998272E+07  0.00000000E+00  1.38200371E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.61126754E+50  0.00000000E+00  0.00000000E+00  8.66947596E-01  4.00841388E+00  1.70376712E-11
   1      15      1.52471157E-04  8.43470051E+00  4.62608689E+00  3.66023451E+00  1.25000000E+00  1.43740000E-10  7.11660080E-01  5.05856694E+55  5.05856694E+55  1.54578967E+07  0.00000000E+00  1.38598513E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.59836711E+50  0.00000000E+00  0.00000000E+00  8.67244697E-01  4.01418365E+00  1.69946342E-11
   1      16      1.53446959E-04  8.41352782E+00  4.61951574E+00  3.66027029E+00  1.25000000E+00  1.43740000E-10  7.11660064E-01  5.04449189E+55  5.04449189E+55  1.54158404E+07  0.00000000E+00  1.38995122E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.58557253E+50  0.00000000E+00  0.00000000E+00  8.67539945E-01  4.01992298E+00  1.69519744E-11
   1      17      1.54425791E-04  8.39254810E+00  4.61299539E+00  3.66030593E+00  1.25000000E+00  1.43740000E-10  7.11660049E-01  5.03054387E+55  5.03054387E+55  1.53737329E+07  0.00000000E+00  1.39390026E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.57289342E+50  0.00000000E+00  0.00000000E+00  8.67833081E-01  4.02562950E+00  1.69097035E-11
   1      18      1.55408718E-04  8.37173950E+00  4.60651891E+00  3.66034148E+00  1.25000000E+00  1.43740000E-10  7.11660032E-01  5.01670760E+55  5.01670760E+55  1.53315398E+07  0.00000000E+00  1.39783600E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.56031590E+50  0.00000000E+00  0.00000000E+00  8.68124416E-01  4.03130876E+00  1.68677773E-11
   1      19      1.56396049E-04  8.35110161E+00  4.60008228E+00  3.66037713E+00  1.25000000E+00  1.43740000E-10  7.11660016E-01  5.00297528E+55  5.00297528E+55  1.52892371E+07  0.00000000E+00  1.40175857E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.54783287E+50  0.00000000E+00  0.00000000E+00  8.68414123E-01  4.03696108E+00  1.68261951E-11
   1      20      1.57387356E-04  8.33063178E+00  4.59369167E+00  3.66041255E+00  1.25000000E+00  1.43740000E-10  7.11659998E-01  4.98935825E+55  4.98935825E+55  1.52468891E+07  0.00000000E+00  1.40566755E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.53545464E+50  0.00000000E+00  0.00000000E+00  8.68701922E-01  4.04258595E+00  1.67849515E-11
   1      21      1.58383959E-04  8.31031801E+00  4.58733606E+00  3.66044812E+00  1.25000000E+00  1.43740000E-10  7.11659981E-01  4.97583395E+55  4.97583395E+55  1.52044265E+07  0.00000000E+00  1.40956553E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.52316070E+50  0.00000000E+00  0.00000000E+00  8.68988306E-01  4.04818720E+00  1.67440224E-11
   1      22      1.59385219E-04  8.29016037E+00  4.58102212E+00  3.66048352E+00  1.25000000E+00  1.43740000E-10  7.11659963E-01  4.96241547E+55  4.96241547E+55  1.51618952E+07  0.00000000E+00  1.41345172E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.51096296E+50  0.00000000E+00  0.00000000E+00  8.69272969E-01  4.05376382E+00  1.67034078E-11
   1      23      1.60392168E-04  8.27013858E+00  4.57474380E+00  3.66051879E+00  1.25000000E+00  1.43740000E-10  7.11659945E-01  4.94908968E+55  4.94908968E+55  1.51192957E+07  0.00000000E+00  1.41732974E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.49884947E+50  0.00000000E+00  0.00000000E+00  8.69556182E-01  4.05932106E+00  1.66630670E-11
   1      24      1.61405231E-04  8.25026114E+00  4.56849694E+00  3.66055424E+00  1.25000000E+00  1.43740000E-10  7.11659926E-01  4.93584814E+55  4.93584814E+55  1.50765871E+07  0.00000000E+00  1.42119824E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.48681257E+50  0.00000000E+00  0.00000000E+00  8.69838127E-01  4.06485710E+00  1.66230170E-11
   1      25      1.62423941E-04  8.23052014E+00  4.56228786E+00  3.66058946E+00  1.25000000E+00  1.43740000E-10  7.11659907E-01  4.92270314E+55  4.92270314E+55  1.50338441E+07  0.00000000E+00  1.42505777E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.47486343E+50  0.00000000E+00  0.00000000E+00  8.70118518E-01  4.07037280E+00  1.65832419E-11
   1      26      1.63449726E-04  8.21090720E+00  4.55610584E+00  3.66062487E+00  1.25000000E+00  1.43740000E-10  7.11659888E-01  4.90963249E+55  4.90963249E+55  1.49909852E+07  0.00000000E+00  1.42891048E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.46298188E+50  0.00000000E+00  0.00000000E+00  8.70397835E-01  4.07587130E+00  1.65437248E-11
   1      27      1.64481879E-04  8.19142505E+00  4.54995793E+00  3.66066016E+00  1.25000000E+00  1.43740000E-10  7.11659868E-01  4.89665033E+55  4.89665033E+55  1.49480731E+07  0.00000000E+00  1.43275506E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.45118076E+50  0.00000000E+00  0.00000000E+00  8.70675756E-01  4.08135082E+00  1.65044712E-11
   1      28      1.65521602E-04  8.17205534E+00  4.54383786E+00  3.66069540E+00  1.25000000E+00  1.43740000E-10  7.11659847E-01  4.88374300E+55  4.88374300E+55  1.49050911E+07  0.00000000E+00  1.43659497E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.43944767E+50  0.00000000E+00  0.00000000E+00  8.70952562E-01  4.08681635E+00  1.64654442E-11
   1      29      1.66569307E-04  8.15279798E+00  4.53774260E+00  3.66073073E+00  1.25000000E+00  1.43740000E-10  7.11659826E-01  4.87090448E+55  4.87090448E+55  1.48620179E+07  0.00000000E+00  1.44043034E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.42777712E+50  0.00000000E+00  0.00000000E+00  8.71228387E-01  4.09226814E+00  1.64266436E-11
   1      30      1.67624842E-04  8.13365576E+00  4.53167396E+00  3.66076610E+00  1.25000000E+00  1.43740000E-10  7.11659805E-01  4.85813858E+55  4.85813858E+55  1.48188693E+07  0.00000000E+00  1.44426032E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.41617259E+50  0.00000000E+00  0.00000000E+00  8.71503147E-01  4.09770502E+00  1.63880749E-11
   1      31      1.68688634E-04  8.11462319E+00  4.52563220E+00  3.66080145E+00  1.25000000E+00  1.43740000E-10  7.11659783E-01  4.84544472E+55  4.84544472E+55  1.47756861E+07  0.00000000E+00  1.44808568E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.40463355E+50  0.00000000E+00  0.00000000E+00  8.71776828E-01  4.10312816E+00  1.63497272E-11
   1      32      1.69761664E-04  8.09568344E+00  4.51961261E+00  3.66083676E+00  1.25000000E+00  1.43740000E-10  7.11659760E-01  4.83281313E+55  4.83281313E+55  1.47324154E+07  0.00000000E+00  1.45190961E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.39315111E+50  0.00000000E+00  0.00000000E+00  8.72049640E-01  4.10854211E+00  1.63115665E-11
   1      33      1.70844418E-04  8.07684218E+00  4.51361178E+00  3.66087228E+00  1.25000000E+00  1.43740000E-10  7.11659737E-01  4.82023680E+55  4.82023680E+55  1.46890455E+07  0.00000000E+00  1.45573130E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.38171890E+50  0.00000000E+00  0.00000000E+00  8.72321736E-01  4.11394577E+00  1.62736042E-11
   1      34      1.71936540E-04  8.05805130E+00  4.50763489E+00  3.66090713E+00  1.25000000E+00  1.43740000E-10  7.11659713E-01  4.80772609E+55  4.80772609E+55  1.46456717E+07  0.00000000E+00  1.45955834E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.37034634E+50  0.00000000E+00  0.00000000E+00  8.72592879E-01  4.11934990E+00  1.62357435E-11
   1      35      1.73039472E-04  8.03913119E+00  4.50167498E+00  3.66093920E+00  1.25000000E+00  1.43740000E-10  7.11659689E-01  4.79526611E+55  4.79526611E+55  1.46022676E+07  0.00000000E+00  1.46342234E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.35901990E+50  0.00000000E+00  0.00000000E+00  8.72863383E-01  4.12479902E+00  1.61976223E-11
   1      36      1.74154005E-04  8.02027619E+00  4.49572992E+00  3.66097121E+00  1.25000000E+00  1.43740000E-10  7.11659664E-01  4.78285270E+55  4.78285270E+55  1.45587988E+07  0.00000000E+00  1.46729008E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.34773579E+50  0.00000000E+00  0.00000000E+00  8.73133342E-01  4.13024622E+00  1.61596324E-11
   1      37      1.75280480E-04  8.00150380E+00  4.48979767E+00  3.66100350E+00  1.25000000E+00  1.43740000E-10  7.11659638E-01  4.77048130E+55  4.77048130E+55  1.45152255E+07  0.00000000E+00  1.47115875E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.33648987E+50  0.00000000E+00  0.00000000E+00  8.73402847E-01  4.13568757E+00  1.61218089E-11
   1      38      1.76418422E-04  7.98280962E+00  4.48388403E+00  3.66103574E+00  1.25000000E+00  1.43740000E-10  7.11659612E-01  4.75816408E+55  4.75816408E+55  1.44716209E+07  0.00000000E+00  1.47502839E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.32529321E+50  0.00000000E+00  0.00000000E+00  8.73671633E-01  4.14112312E+00  1.60841430E-11
   1      39      1.77569406E-04  7.96417983E+00  4.47798184E+00  3.66106808E+00  1.25000000E+00  1.43740000E-10  7.11659585E-01  4.74588590E+55  4.74588590E+55  1.44279390E+07  0.00000000E+00  1.47890205E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.31413202E+50  0.00000000E+00  0.00000000E+00  8.73940025E-01  4.14655717E+00  1.60466068E-11
   1      40      1.78733693E-04  7.94561453E+00  4.47209176E+00  3.66110050E+00  1.25000000E+00  1.43740000E-10  7.11659557E-01  4.73364813E+55  4.73364813E+55  1.43842055E+07  0.00000000E+00  1.48277963E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.30300758E+50  0.00000000E+00  0.00000000E+00  8.74207990E-01  4.15198960E+00  1.60092005E-11
   1      41      1.79912065E-04  7.92710825E+00  4.46621128E+00  3.66113305E+00  1.25000000E+00  1.43740000E-10  7.11659529E-01  4.72144571E+55  4.72144571E+55  1.43404115E+07  0.00000000E+00  1.48666227E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.29191527E+50  0.00000000E+00  0.00000000E+00  8.74475641E-01  4.15742202E+00  1.59719132E-11
   1      42      1.81105110E-04  7.90865821E+00  4.46034012E+00  3.66116570E+00  1.25000000E+00  1.43740000E-10  7.11659499E-01  4.70927740E+55  4.70927740E+55  1.42965444E+07  0.00000000E+00  1.49055045E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.28085396E+50  0.00000000E+00  0.00000000E+00  8.74742989E-01  4.16285508E+00  1.59347392E-11
   1      43      1.82313707E-04  7.89025751E+00  4.45447560E+00  3.66119849E+00  1.25000000E+00  1.43740000E-10  7.11659469E-01  4.69713791E+55  4.69713791E+55  1.42526216E+07  0.00000000E+00  1.49444567E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.26981885E+50  0.00000000E+00  0.00000000E+00  8.75010157E-01  4.16829087E+00  1.58976646E-11
   1      44      1.83538535E-04  7.87189970E+00  4.44861767E+00  3.66123133E+00  1.25000000E+00  1.43740000E-10  7.11659438E-01  4.68502685E+55  4.68502685E+55  1.42086571E+07  0.00000000E+00  1.49834903E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.25880959E+50  0.00000000E+00  0.00000000E+00  8.75277142E-01  4.17373093E+00  1.58606764E-11
   1      45      1.84780921E-04  7.85357801E+00  4.44276017E+00  3.66126444E+00  1.25000000E+00  1.43740000E-10  7.11659406E-01  4.67293193E+55  4.67293193E+55  1.41646088E+07  0.00000000E+00  1.50226248E+04  1.25000000E+00  8.00000000E+00  0.00000000E+00  0.00000000E+00  9.09025652E-06  4.24781499E+50  0.00000000E+00  0.00000000E+00  8.75544228E-01  4.17917793E+00  1.58237610E-11
