 NUMBER OF TRACKS   1 FOLLOWING LINES INCLUDE NUMBER OF MODELS PER TRACK, STARTING MASS, AND STARTING ROTATION PERIOD
    1  827  0.4000  8.0910
  J    K    Age(Gyr)         L/Lsun          R/Rsun        LogTeff(K)       Mcz(Msun)        Rcz(Rsun)          Xcen         Itot(cgs)       Icz(cgs)      Tau(cz)(sec)   HeCore(Msun)     Patm(cgs)       Mass(Msun)      Prot(days)      Icore(cgs)     Omega(core)     Omega(env)      Jtot(cgs)      Jcore(cgs)      Jenv(cgs)  CentrifugalCorr     CoronalB/Bsol       dM/dt(Msun/yr)
   1       1      4.35025517E-04  6.62564645E-01  2.04495456E+00  3.56128922E+00  4.00000000E-01  1.43740000E-10  7.11660298E-01  3.13426028E+54  3.13426028E+54  1.51744349E+07  0.00000000E+00  3.71937562E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.81709300E+49  0.00000000E+00  0.00000000E+00  9.43334729E-01  6.57586627E+00  1.33496663E-12
   1       2      4.39711707E-04  6.59106158E-01  2.03968936E+00  3.56128081E+00  4.00000000E-01  1.43740000E-10  7.11660289E-01  3.11864250E+54  3.11864250E+54  1.50418661E+07  0.00000000E+00  3.73454339E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.80305564E+49  0.00000000E+00  0.00000000E+00  9.43664346E-01  6.58926095E+00  1.32799831E-12
   1       3      4.43316469E-04  6.56229520E-01  2.03568524E+00  3.56123261E+00  4.00000000E-01  1.43740000E-10  7.11660282E-01  3.10679303E+54  3.10679303E+54  1.50056362E+07  0.00000000E+00  3.74666281E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.79240526E+49  0.00000000E+00  0.00000000E+00  9.43914654E-01  6.59994410E+00  1.32220232E-12
   1       4      4.46431284E-04  6.53775565E-01  2.03226356E+00  3.56119114E+00  4.00000000E-01  1.43740000E-10  7.11660275E-01  3.09668401E+54  3.09668401E+54  1.49740064E+07  0.00000000E+00  3.75705247E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.78331921E+49  0.00000000E+00  0.00000000E+00  9.44128302E-01  6.60908873E+00  1.31725798E-12
   1       5      4.49524899E-04  6.51368946E-01  2.02890039E+00  3.56115038E+00  4.00000000E-01  1.43740000E-10  7.11660269E-01  3.08676286E+54  3.08676286E+54  1.49422822E+07  0.00000000E+00  3.76729084E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.77440202E+49  0.00000000E+00  0.00000000E+00  9.44338072E-01  6.61808784E+00  1.31240901E-12
   1       6      4.52601109E-04  6.49005122E-01  2.02559072E+00  3.56111017E+00  4.00000000E-01  1.43740000E-10  7.11660262E-01  3.07701415E+54  3.07701415E+54  1.49104192E+07  0.00000000E+00  3.77739334E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.76563982E+49  0.00000000E+00  0.00000000E+00  9.44544284E-01  6.62695555E+00  1.30764626E-12
   1       7      4.55662286E-04  6.46698227E-01  2.02233120E+00  3.56107326E+00  4.00000000E-01  1.43740000E-10  7.11660255E-01  3.06742686E+54  3.06742686E+54  1.48783480E+07  0.00000000E+00  3.78733342E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.75702270E+49  0.00000000E+00  0.00000000E+00  9.44747157E-01  6.63566912E+00  1.30299822E-12
   1       8      4.58706946E-04  6.44453079E-01  2.01912248E+00  3.56104048E+00  4.00000000E-01  1.43740000E-10  7.11660248E-01  3.05800213E+54  3.05800213E+54  1.48460719E+07  0.00000000E+00  3.79709786E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.74855169E+49  0.00000000E+00  0.00000000E+00  9.44946659E-01  6.64421760E+00  1.29847459E-12
   1       9      4.61735630E-04  6.42246785E-01  2.01596282E+00  3.56100821E+00  4.00000000E-01  1.43740000E-10  7.11660241E-01  3.04873485E+54  3.04873485E+54  1.48136937E+07  0.00000000E+00  3.80673688E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.74022220E+49  0.00000000E+00  0.00000000E+00  9.45142906E-01  6.65264551E+00  1.29402925E-12
   1      10      4.64753359E-04  6.40074725E-01  2.01284665E+00  3.56097631E+00  4.00000000E-01  1.43740000E-10  7.11660234E-01  3.03960789E+54  3.03960789E+54  1.47812179E+07  0.00000000E+00  3.81626742E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.73201883E+49  0.00000000E+00  0.00000000E+00  9.45336252E-01  6.66096808E+00  1.28965288E-12
   1      11      4.67761863E-04  6.37935126E-01  2.00977135E+00  3.56094479E+00  4.00000000E-01  1.43740000E-10  7.11660226E-01  3.03061324E+54  3.03061324E+54  1.47485995E+07  0.00000000E+00  3.82569629E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.72393439E+49  0.00000000E+00  0.00000000E+00  9.45526867E-01  6.66919164E+00  1.28534191E-12
   1      12      4.70762139E-04  6.35826871E-01  2.00673537E+00  3.56091365E+00  4.00000000E-01  1.43740000E-10  7.11660219E-01  3.02174590E+54  3.02174590E+54  1.47158740E+07  0.00000000E+00  3.83502686E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.71596436E+49  0.00000000E+00  0.00000000E+00  9.45714852E-01  6.67731950E+00  1.28109410E-12
   1      13      4.73755326E-04  6.33748445E-01  2.00373714E+00  3.56088284E+00  4.00000000E-01  1.43740000E-10  7.11660211E-01  3.01300075E+54  3.01300075E+54  1.46830165E+07  0.00000000E+00  3.84426396E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.70810417E+49  0.00000000E+00  0.00000000E+00  9.45900311E-01  6.68535621E+00  1.27690639E-12
   1      14      4.76742692E-04  6.31698711E-01  2.00077481E+00  3.56085238E+00  4.00000000E-01  1.43740000E-10  7.11660204E-01  3.00437204E+54  3.00437204E+54  1.46500385E+07  0.00000000E+00  3.85341177E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.70034863E+49  0.00000000E+00  0.00000000E+00  9.46083366E-01  6.69330572E+00  1.27277649E-12
   1      15      4.79725205E-04  6.29676885E-01  1.99784724E+00  3.56082228E+00  4.00000000E-01  1.43740000E-10  7.11660196E-01  2.99585579E+54  2.99585579E+54  1.46169451E+07  0.00000000E+00  3.86247294E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.69269417E+49  0.00000000E+00  0.00000000E+00  9.46264091E-01  6.70117064E+00  1.26870282E-12
   1      16      4.82703984E-04  6.27681229E-01  1.99495280E+00  3.56079246E+00  4.00000000E-01  1.43740000E-10  7.11660188E-01  2.98744712E+54  2.98744712E+54  1.45837211E+07  0.00000000E+00  3.87145263E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.68513640E+49  0.00000000E+00  0.00000000E+00  9.46442592E-01  6.70895575E+00  1.26468187E-12
   1      17      4.85679980E-04  6.25711002E-01  1.99209024E+00  3.56076293E+00  4.00000000E-01  1.43740000E-10  7.11660179E-01  2.97914196E+54  2.97914196E+54  1.45503933E+07  0.00000000E+00  3.88035375E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.67767167E+49  0.00000000E+00  0.00000000E+00  9.46618952E-01  6.71666383E+00  1.26071217E-12
   1      18      4.88654287E-04  6.23765246E-01  1.98925815E+00  3.56073371E+00  4.00000000E-01  1.43740000E-10  7.11660171E-01  2.97093593E+54  2.97093593E+54  1.45169212E+07  0.00000000E+00  3.88917961E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.67029604E+49  0.00000000E+00  0.00000000E+00  9.46793262E-01  6.72429801E+00  1.25679177E-12
   1      19      4.91627733E-04  6.21842761E-01  1.98645562E+00  3.56070470E+00  4.00000000E-01  1.43740000E-10  7.11660163E-01  2.96282600E+54  2.96282600E+54  1.44833584E+07  0.00000000E+00  3.89793354E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.66300679E+49  0.00000000E+00  0.00000000E+00  9.46965582E-01  6.73186142E+00  1.25291825E-12
   1      20      4.94601595E-04  6.19942699E-01  1.98368103E+00  3.56067595E+00  4.00000000E-01  1.43740000E-10  7.11660154E-01  2.95480726E+54  2.95480726E+54  1.44496482E+07  0.00000000E+00  3.90661929E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.65579949E+49  0.00000000E+00  0.00000000E+00  9.47136017E-01  6.73935754E+00  1.24908992E-12
   1      21      4.97576468E-04  6.18064670E-01  1.98093375E+00  3.56064749E+00  4.00000000E-01  1.43740000E-10  7.11660145E-01  2.94687738E+54  2.94687738E+54  1.44158437E+07  0.00000000E+00  3.91523794E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.64867206E+49  0.00000000E+00  0.00000000E+00  9.47304611E-01  6.74678751E+00  1.24530597E-12
   1      22      5.00553303E-04  6.16207577E-01  1.97821274E+00  3.56061925E+00  4.00000000E-01  1.43740000E-10  7.11660136E-01  2.93903318E+54  2.93903318E+54  1.43818995E+07  0.00000000E+00  3.92379284E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.64162165E+49  0.00000000E+00  0.00000000E+00  9.47471429E-01  6.75415444E+00  1.24156422E-12
   1      23      5.03533108E-04  6.14370761E-01  1.97551689E+00  3.56059125E+00  4.00000000E-01  1.43740000E-10  7.11660127E-01  2.93127117E+54  2.93127117E+54  1.43478571E+07  0.00000000E+00  3.93228666E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.63464510E+49  0.00000000E+00  0.00000000E+00  9.47636544E-01  6.76146084E+00  1.23786331E-12
   1      24      5.06516785E-04  6.12553555E-01  1.97284516E+00  3.56056350E+00  4.00000000E-01  1.43740000E-10  7.11660117E-01  2.92358812E+54  2.92358812E+54  1.43136829E+07  0.00000000E+00  3.94072183E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.62773953E+49  0.00000000E+00  0.00000000E+00  9.47800024E-01  6.76870898E+00  1.23420192E-12
   1      25      5.09504983E-04  6.10755112E-01  1.97019704E+00  3.56053593E+00  4.00000000E-01  1.43740000E-10  7.11660108E-01  2.91598229E+54  2.91598229E+54  1.42794132E+07  0.00000000E+00  3.94910053E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.62090336E+49  0.00000000E+00  0.00000000E+00  9.47961903E-01  6.77590093E+00  1.23057833E-12
   1      26      5.12498896E-04  6.08974708E-01  1.96757125E+00  3.56050856E+00  4.00000000E-01  1.43740000E-10  7.11660098E-01  2.90844978E+54  2.90844978E+54  1.42450105E+07  0.00000000E+00  3.95742579E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.61413309E+49  0.00000000E+00  0.00000000E+00  9.48122263E-01  6.78303944E+00  1.22699109E-12
   1      27      5.15499204E-04  6.07211961E-01  1.96496709E+00  3.56048142E+00  4.00000000E-01  1.43740000E-10  7.11660088E-01  2.90098843E+54  2.90098843E+54  1.42105147E+07  0.00000000E+00  3.96569911E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.60742679E+49  0.00000000E+00  0.00000000E+00  9.48281149E-01  6.79012598E+00  1.22343942E-12
   1      28      5.18506697E-04  6.05466079E-01  1.96238403E+00  3.56045444E+00  4.00000000E-01  1.43740000E-10  7.11660078E-01  2.89359640E+54  2.89359640E+54  1.41758871E+07  0.00000000E+00  3.97392265E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.60078278E+49  0.00000000E+00  0.00000000E+00  9.48438597E-01  6.79716257E+00  1.21992174E-12
   1      29      5.21522476E-04  6.03736737E-01  1.95982101E+00  3.56042768E+00  4.00000000E-01  1.43740000E-10  7.11660067E-01  2.88627035E+54  2.88627035E+54  1.41411642E+07  0.00000000E+00  3.98209824E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.59419808E+49  0.00000000E+00  0.00000000E+00  9.48594675E-01  6.80415091E+00  1.21643738E-12
   1      30      5.24547098E-04  6.02023117E-01  1.95727767E+00  3.56040106E+00  4.00000000E-01  1.43740000E-10  7.11660057E-01  2.87900921E+54  2.87900921E+54  1.41063224E+07  0.00000000E+00  3.99022789E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.58767172E+49  0.00000000E+00  0.00000000E+00  9.48749407E-01  6.81109287E+00  1.21298469E-12
   1      31      5.27581814E-04  6.00324702E-01  1.95475294E+00  3.56037460E+00  4.00000000E-01  1.43740000E-10  7.11660046E-01  2.87180969E+54  2.87180969E+54  1.40713859E+07  0.00000000E+00  3.99831411E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.58120075E+49  0.00000000E+00  0.00000000E+00  9.48902860E-01  6.81799074E+00  1.20956265E-12
   1      32      5.30627291E-04  5.98632264E-01  1.95224609E+00  3.56034673E+00  4.00000000E-01  1.43740000E-10  7.11660035E-01  2.86466995E+54  2.86466995E+54  1.40363669E+07  0.00000000E+00  4.00637724E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.57478351E+49  0.00000000E+00  0.00000000E+00  9.49055083E-01  6.82486197E+00  1.20615264E-12
   1      33      5.33685462E-04  5.96940872E-01  1.94975568E+00  3.56031672E+00  4.00000000E-01  1.43740000E-10  7.11660024E-01  2.85758611E+54  2.85758611E+54  1.40013021E+07  0.00000000E+00  4.01442991E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.56841651E+49  0.00000000E+00  0.00000000E+00  9.49206163E-01  6.83171739E+00  1.20274475E-12
   1      34      5.36758110E-04  5.95262689E-01  1.94728071E+00  3.56028687E+00  4.00000000E-01  1.43740000E-10  7.11660012E-01  2.85055422E+54  2.85055422E+54  1.39661094E+07  0.00000000E+00  4.02244764E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.56209620E+49  0.00000000E+00  0.00000000E+00  9.49356166E-01  6.83853623E+00  1.19936346E-12
   1      35      5.39844159E-04  5.93598124E-01  1.94482224E+00  3.56025716E+00  4.00000000E-01  1.43740000E-10  7.11660000E-01  2.84357723E+54  2.84357723E+54  1.39308054E+07  0.00000000E+00  4.03042728E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.55582523E+49  0.00000000E+00  0.00000000E+00  9.49505027E-01  6.84531594E+00  1.19600962E-12
   1      36      5.42944800E-04  5.91946743E-01  1.94237940E+00  3.56022761E+00  4.00000000E-01  1.43740000E-10  7.11659988E-01  2.83665254E+54  2.83665254E+54  1.38954099E+07  0.00000000E+00  4.03837096E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.54960128E+49  0.00000000E+00  0.00000000E+00  9.49652803E-01  6.85205842E+00  1.19268234E-12
   1      37      5.46060825E-04  5.90308277E-01  1.93995158E+00  3.56019826E+00  4.00000000E-01  1.43740000E-10  7.11659976E-01  2.82977832E+54  2.82977832E+54  1.38598944E+07  0.00000000E+00  4.04627998E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.54342269E+49  0.00000000E+00  0.00000000E+00  9.49799531E-01  6.85876491E+00  1.18938108E-12
   1      38      5.49192902E-04  5.88682220E-01  1.93753865E+00  3.56016903E+00  4.00000000E-01  1.43740000E-10  7.11659963E-01  2.82295398E+54  2.82295398E+54  1.38242968E+07  0.00000000E+00  4.05415529E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.53728893E+49  0.00000000E+00  0.00000000E+00  9.49945222E-01  6.86543630E+00  1.18610482E-12
   1      39      5.52342388E-04  5.87068255E-01  1.93513964E+00  3.56013998E+00  4.00000000E-01  1.43740000E-10  7.11659950E-01  2.81617674E+54  2.81617674E+54  1.37885875E+07  0.00000000E+00  4.06199898E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.53119750E+49  0.00000000E+00  0.00000000E+00  9.50089937E-01  6.87207447E+00  1.18285293E-12
   1      40      5.55509997E-04  5.85465688E-01  1.93275421E+00  3.56011103E+00  4.00000000E-01  1.43740000E-10  7.11659937E-01  2.80944552E+54  2.80944552E+54  1.37527787E+07  0.00000000E+00  4.06981286E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.52514744E+49  0.00000000E+00  0.00000000E+00  9.50233697E-01  6.87868104E+00  1.17962400E-12
   1      41      5.58696837E-04  5.83874514E-01  1.93038193E+00  3.56008224E+00  4.00000000E-01  1.43740000E-10  7.11659924E-01  2.80275875E+54  2.80275875E+54  1.37168875E+07  0.00000000E+00  4.07759737E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.51913733E+49  0.00000000E+00  0.00000000E+00  9.50376530E-01  6.88525647E+00  1.17641803E-12
   1      42      5.61903956E-04  5.82293985E-01  1.92802225E+00  3.56005354E+00  4.00000000E-01  1.43740000E-10  7.11659910E-01  2.79611494E+54  2.79611494E+54  1.36808863E+07  0.00000000E+00  4.08535490E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.51316583E+49  0.00000000E+00  0.00000000E+00  9.50518472E-01  6.89180288E+00  1.17323350E-12
   1      43      5.65132557E-04  5.80723808E-01  1.92567452E+00  3.56002495E+00  4.00000000E-01  1.43740000E-10  7.11659896E-01  2.78951214E+54  2.78951214E+54  1.36448016E+07  0.00000000E+00  4.09308685E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.50723119E+49  0.00000000E+00  0.00000000E+00  9.50659561E-01  6.89832152E+00  1.17006984E-12
   1      44      5.68383568E-04  5.79163865E-01  1.92333834E+00  3.55999651E+00  4.00000000E-01  1.43740000E-10  7.11659881E-01  2.78294904E+54  2.78294904E+54  1.36086226E+07  0.00000000E+00  4.10079406E+04  4.00000000E-01  8.09095899E+00  0.00000000E+00  0.00000000E+00  8.98806337E-06  2.50133223E+49  0.00000000E+00  0.00000000E+00  9.50799825E-01  6.90481318E+00  1.16692679E-12
