 LOG ABUND   1.00000000E+00
 LOG TEFF:
  3.39794001E+00  3.41497335E+00  3.43136376E+00  3.44715803E+00
  3.46239800E+00  3.47712125E+00  3.49136169E+00  3.50514998E+00
  3.51851394E+00  3.53147892E+00  3.54406804E+00  3.55630250E+00
  3.56820172E+00  3.57403127E+00  3.57978360E+00  3.59106461E+00
  3.60205999E+00  3.62838893E+00  3.65321251E+00  3.67669361E+00
  3.69897000E+00  3.72015930E+00  3.74036269E+00  3.75966784E+00
  3.77815125E+00  3.79588002E+00  3.81291336E+00  3.82930377E+00
  3.84509804E+00  3.86033801E+00  3.87506126E+00  3.88930170E+00
  3.90308999E+00 
 LOG G:
 -5.00000000E-01  0.00000000E+00  5.00000000E-01  1.00000000E+00
  1.50000000E+00  2.00000000E+00  2.50000000E+00  3.00000000E+00
  3.50000000E+00  4.00000000E+00  4.50000000E+00  5.00000000E+00
  5.50000000E+00 
 LOG PRESSURE:
  3.27197611E+00  3.51293590E+00  3.81248357E+00  4.14898236E+00
  4.50266968E+00  4.86250148E+00  5.22069393E+00  5.56986252E+00
  5.92645383E+00  6.24575119E+00  6.55432903E+00  6.85684771E+00
 -9.99000000E+02 
  3.21725449E+00  3.47855787E+00  3.75281307E+00  4.05934302E+00
  4.40654311E+00  4.76712312E+00  5.13047682E+00  5.48922002E+00
  5.85788181E+00  6.18920877E+00  6.50740710E+00  6.81567730E+00
  7.23696030E+00 
  3.14902032E+00  3.47663924E+00  3.73483540E+00  3.98922016E+00
  4.31539604E+00  4.67119938E+00  5.03606754E+00  5.40044678E+00
  5.77829437E+00  6.12223759E+00  6.45205855E+00  6.76939349E+00
  7.19081691E+00 
  3.08496638E+00  3.42092676E+00  3.72775338E+00  3.96414331E+00
  4.24125459E+00  4.58113221E+00  4.94199488E+00  5.30810373E+00
  5.69029046E+00  6.04423649E+00  6.38598457E+00  6.71513692E+00
  7.13996662E+00 
  3.04896285E+00  3.36305304E+00  3.69402705E+00  3.96307038E+00
  4.19726538E+00  4.50634251E+00  4.85415116E+00  5.21674501E+00
  5.59797185E+00  5.95929844E+00  6.31150587E+00  6.65141826E+00
  7.08391751E+00 
  3.02831770E+00  3.32642149E+00  3.64917491E+00  3.96033121E+00
  4.18964233E+00  4.45550981E+00  4.77984999E+00  5.13129027E+00
  5.50637863E+00  5.87033786E+00  6.22928396E+00  6.57896789E+00
  7.02141478E+00 
  3.00605557E+00  3.30290264E+00  3.60897755E+00  3.93456234E+00
  4.20466387E+00  4.43203023E+00  4.72473973E+00  5.05736471E+00
  5.42060945E+00  5.78207765E+00  6.14334193E+00  6.50000995E+00
  6.95158066E+00 
  2.97640756E+00  3.27751591E+00  3.57884006E+00  3.89645729E+00
  4.20470718E+00  4.43564311E+00  4.68984451E+00  4.99879274E+00
  5.34469843E+00  5.69865298E+00  6.05885078E+00  6.41786642E+00
  6.87388650E+00 
  2.93806039E+00  3.24471400E+00  3.54879296E+00  3.85633872E+00
  4.17820680E+00  4.44854229E+00  4.67479348E+00  4.95540572E+00
  5.28134056E+00  5.63221329E+00  5.97745325E+00  6.33606004E+00
  6.79120836E+00 
  2.89198523E+00  3.20299910E+00  3.51180559E+00  3.81893569E+00
  4.13571524E+00  4.44116921E+00  4.67755584E+00  4.92596972E+00
  5.22994708E+00  5.56704628E+00  5.90331470E+00  6.25755802E+00
  6.70682583E+00 
 -9.99000000E+02  3.15412437E+00  3.46662692E+00  3.77756177E+00
  4.08892623E+00  4.40835039E+00  4.68052191E+00  4.91132304E+00
  5.18938344E+00  5.50259548E+00  5.84699912E+00  6.18467225E+00
  6.62298061E+00 
 -9.99000000E+02  3.10255506E+00  3.41581315E+00  3.72957102E+00
  4.04241100E+00  4.35961604E+00  4.66422098E+00  4.90825644E+00
  5.16004326E+00  5.45526613E+00  5.77837665E+00  6.11808224E+00
  6.54315757E+00 
 -9.99000000E+02  3.05458850E+00  3.36483675E+00  3.67812876E+00
  3.99251119E+00  4.30724377E+00  4.62573158E+00  4.90183566E+00
  5.14302924E+00  5.41647280E+00  5.72641065E+00  6.05769851E+00
  6.46836627E+00 
 -9.99000000E+02  3.03325364E+00  3.34115658E+00  3.65294849E+00
  3.96692713E+00  4.28173491E+00  4.60062845E+00  4.89322353E+00
  5.13813869E+00  5.40081059E+00  5.70294870E+00  6.02955022E+00
  6.43285772E+00 
 -9.99000000E+02  3.01404556E+00  3.31936004E+00  3.62898882E+00
  3.94177928E+00  4.25635432E+00  4.57370923E+00  4.87980851E+00
  5.13390617E+00  5.38776653E+00  5.68126963E+00  6.00264490E+00
  6.39852684E+00 
 -9.99000000E+02  2.98386297E+00  3.28309505E+00  3.58691860E+00
  3.89524480E+00  4.20712756E+00  4.52171284E+00  4.83956165E+00
  5.12207625E+00  5.36933285E+00  5.64424044E+00  5.95329729E+00
  6.33354469E+00 
 -9.99000000E+02  2.96378125E+00  3.25686703E+00  3.55419226E+00
  3.85645118E+00  4.16337257E+00  4.47435953E+00  4.78951306E+00
  5.09893645E+00  5.35659373E+00  5.61661392E+00  5.91043764E+00
  6.27360095E+00 
 -9.99000000E+02  2.94347011E+00  3.22659291E+00  3.51100373E+00
  3.79857816E+00  4.09032468E+00  4.38690990E+00  4.68876508E+00
  4.99920135E+00  5.30743692E+00  5.57708748E+00  5.84035414E+00
  6.15584980E+00 
 -9.99000000E+02  2.92516324E+00  3.21283418E+00  3.49623588E+00
  3.77793092E+00  4.06029596E+00  4.34503279E+00  4.63337897E+00
  4.92962206E+00  5.22783843E+00  5.52883647E+00  5.80364596E+00
  6.09089164E+00 
 -9.99000000E+02  2.87388284E+00  3.17529680E+00  3.46939129E+00
  3.75774175E+00  4.04216593E+00  4.32455888E+00  4.60677579E+00
  4.89401111E+00  5.18045231E+00  5.47111252E+00  5.76235437E+00
  6.05226559E+00 
 -9.99000000E+02  2.78181169E+00  3.09860772E+00  3.40765955E+00
  3.70948697E+00  4.00487700E+00  4.29489255E+00  4.58087071E+00
  4.86838535E+00  5.15090945E+00  5.43425547E+00  5.71962829E+00
  6.01377850E+00 
 -9.99000000E+02  2.65660271E+00  2.98546333E+00  3.30801706E+00
  3.62460500E+00  3.93457655E+00  4.23776047E+00  4.53447517E+00
  4.83016092E+00  5.11711976E+00  5.40133295E+00  5.68417868E+00
  5.97757313E+00 
 -9.99000000E+02  2.51610476E+00  2.85013655E+00  3.18111387E+00
  3.50865628E+00  3.83176783E+00  4.14919153E+00  4.45989146E+00
  4.76842323E+00  5.06541614E+00  5.35671166E+00  5.64385899E+00
  5.93689161E+00 
 -9.99000000E+02 -9.99000000E+02  2.70690809E+00  3.04236380E+00
  3.37614366E+00  3.70767828E+00  4.03585654E+00  4.35910220E+00
  4.68125950E+00  4.99110423E+00  5.29332603E+00  5.58908202E+00
  5.88542358E+00 
 -9.99000000E+02 -9.99000000E+02  2.56284583E+00  2.90146068E+00
  3.23887891E+00  3.57544202E+00  3.91037855E+00  4.24240325E+00
  4.57519409E+00  4.89692450E+00  5.21103832E+00  5.51742650E+00
  5.82146759E+00 
 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02  2.76161691E+00
  3.10212247E+00  3.44213299E+00  3.78156205E+00  4.11953047E+00
  4.45982948E+00  4.79073541E+00  5.11493609E+00  5.43140322E+00
  5.74509734E+00 
 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02
  2.96697487E+00  3.31032834E+00  3.65336055E+00  3.99572133E+00
  4.34149633E+00  4.67946091E+00  5.01167273E+00  5.33686837E+00
  5.65885260E+00 
 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02
  2.83269078E+00  3.17951416E+00  3.52638616E+00  3.87273588E+00
  4.22291350E+00  4.56659925E+00  4.90540024E+00  5.23818467E+00
  5.56640979E+00 
 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02
  2.69726888E+00  3.04864344E+00  3.39959178E+00  3.75042470E+00
  4.10490456E+00  4.45390640E+00  4.79864762E+00  5.13786285E+00
  5.47139340E+00 
 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02
  2.55378049E+00  2.91470213E+00  3.27112457E+00  3.62696296E+00
  3.98608538E+00  4.34076241E+00  4.69133843E+00  5.03680393E+00
  5.37622474E+00 
 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02
 -9.99000000E+02  2.77218669E+00  3.13832581E+00  3.50079714E+00
  3.86528460E+00  4.22636659E+00  4.58336416E+00  4.93523631E+00
  5.28082190E+00 
 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02
 -9.99000000E+02  2.62182993E+00  2.99720533E+00  3.36912269E+00
  3.74070451E+00  4.10925927E+00  4.47351344E+00  4.83254887E+00
  5.18483741E+00 
 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02 -9.99000000E+02
 -9.99000000E+02 -9.99000000E+02  2.85086026E+00  3.23106441E+00
  3.60984307E+00  3.98766869E+00  4.36034790E+00  4.72725693E+00
  5.08734074E+00 
