 NUMBER OF TRACKS   1 FOLLOWING LINES INCLUDE NUMBER OF MODELS PER TRACK, STARTING MASS, AND STARTING ROTATION PERIOD
    1  769  0.4500  1.0000
  J    K    Age(Gyr)         L/Lsun          R/Rsun        LogTeff(K)       Mcz(Msun)        Rcz(Rsun)          Xcen         Itot(cgs)       Icz(cgs)      Tau(cz)(sec)   HeCore(Msun)     Patm(cgs)       Mass(Msun)      Prot(days)      Icore(cgs)     Omega(core)     Omega(env)      Jtot(cgs)      Jcore(cgs)      Jenv(cgs)  CentrifugalCorr     CoronalB/Bsol       dM/dt(Msun/yr)
   1       1      4.35025517E-04  6.64098867E-01  1.96523839E+00  3.57017455E+00  4.50000000E-01  1.43740000E-10  7.11660262E-01  3.28109706E+54  3.28109706E+54  1.11595803E+07  0.00000000E+00  4.22570446E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.38608112E+50  0.00000000E+00  0.00000000E+00  6.71950141E-01  6.57814152E+00  1.17854533E-12
   1       2      4.39711707E-04  6.63578052E-01  1.96439736E+00  3.57018232E+00  4.50000000E-01  1.43740000E-10  7.11660197E-01  3.27831973E+54  3.27831973E+54  1.10743004E+07  0.00000000E+00  4.22838672E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.38406138E+50  0.00000000E+00  0.00000000E+00  6.72042506E-01  6.58022892E+00  1.17762107E-12
   1       3      4.43316469E-04  6.63027655E-01  1.96377421E+00  3.57016112E+00  4.50000000E-01  1.43740000E-10  7.11660147E-01  3.27629726E+54  3.27629726E+54  1.10712672E+07  0.00000000E+00  4.23065285E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.38259060E+50  0.00000000E+00  0.00000000E+00  6.72110973E-01  6.58199196E+00  1.17664430E-12
   1       4      4.48002659E-04  6.62440423E-01  1.96298694E+00  3.57015199E+00  4.50000000E-01  1.43740000E-10  7.11660082E-01  3.27374121E+54  3.27374121E+54  1.10675526E+07  0.00000000E+00  4.23333600E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.38073179E+50  0.00000000E+00  0.00000000E+00  6.72197512E-01  6.58407884E+00  1.17560217E-12
   1       5      4.54094706E-04  6.61685790E-01  1.96197481E+00  3.57014022E+00  4.50000000E-01  1.43740000E-10  7.11659997E-01  3.27045654E+54  3.27045654E+54  1.10630183E+07  0.00000000E+00  4.23678855E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.37834311E+50  0.00000000E+00  0.00000000E+00  6.72308831E-01  6.58676315E+00  1.17426296E-12
   1       6      4.62014367E-04  6.60718737E-01  1.96067678E+00  3.57012514E+00  4.50000000E-01  1.43740000E-10  7.11659887E-01  3.26624631E+54  3.26624631E+54  1.10576583E+07  0.00000000E+00  4.24122116E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.37528135E+50  0.00000000E+00  0.00000000E+00  6.72451700E-01  6.59020785E+00  1.17254677E-12
   1       7      4.72309927E-04  6.59483050E-01  1.95901662E+00  3.57010583E+00  4.50000000E-01  1.43740000E-10  7.11659743E-01  3.26086521E+54  3.26086521E+54  1.10515288E+07  0.00000000E+00  4.24689829E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.37136810E+50  0.00000000E+00  0.00000000E+00  6.72634596E-01  6.59461707E+00  1.17035386E-12
   1       8      4.85694155E-04  6.57908761E-01  1.95689898E+00  3.57008120E+00  4.50000000E-01  1.43740000E-10  7.11659557E-01  3.25400740E+54  3.25400740E+54  1.10448563E+07  0.00000000E+00  4.25415266E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.36638096E+50  0.00000000E+00  0.00000000E+00  6.72868172E-01  6.60024698E+00  1.16756004E-12
   1       9      5.03093651E-04  6.55890528E-01  1.95420380E+00  3.57004690E+00  4.50000000E-01  1.43740000E-10  7.11659314E-01  3.24529012E+54  3.24529012E+54  1.10382130E+07  0.00000000E+00  4.26343641E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.36004157E+50  0.00000000E+00  0.00000000E+00  6.73165904E-01  6.60744486E+00  1.16397838E-12
   1      10      5.25712995E-04  6.53316621E-01  1.95077796E+00  3.57000099E+00  4.50000000E-01  1.43740000E-10  7.11658999E-01  3.23422602E+54  3.23422602E+54  1.10325550E+07  0.00000000E+00  4.27529414E+04  4.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  2.35199553E+50  0.00000000E+00  0.00000000E+00  6.73545086E-01  6.61662699E+00  1.15941058E-12
