 NUMBER OF TRACKS   1 FOLLOWING LINES INCLUDE NUMBER OF MODELS PER TRACK, STARTING MASS, AND STARTING ROTATION PERIOD
    1 1041  0.6500  1.0000
  J    K    Age(Gyr)         L/Lsun          R/Rsun        LogTeff(K)       Mcz(Msun)        Rcz(Rsun)          Xcen         Itot(cgs)       Icz(cgs)      Tau(cz)(sec)   HeCore(Msun)     Patm(cgs)       Mass(Msun)      Prot(days)      Icore(cgs)     Omega(core)     Omega(env)      Jtot(cgs)      Jcore(cgs)      Jenv(cgs)  CentrifugalCorr     CoronalB/Bsol       dM/dt(Msun/yr)
   1       1      2.22529200E-04  2.75074847E+00  3.23258667E+00  3.61641162E+00  6.50000000E-01  1.43740000E-10  7.11660301E-01  1.26898021E+55  1.26898021E+55  1.61425512E+07  0.00000000E+00  2.40151846E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  9.22828450E+50  0.00000000E+00  0.00000000E+00  5.94917545E-01  4.95902865E+00  4.88162521E-12
   1       2      2.25309393E-04  2.72769612E+00  3.21919335E+00  3.61639945E+00  6.50000000E-01  1.43740000E-10  7.11660298E-01  1.25878600E+55  1.25878600E+55  1.60042572E+07  0.00000000E+00  2.41844681E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  9.15415012E+50  0.00000000E+00  0.00000000E+00  5.95725890E-01  4.97647610E+00  4.84071528E-12
   1       3      2.27448003E-04  2.71008772E+00  3.20903344E+00  3.61638270E+00  6.50000000E-01  1.43740000E-10  7.11660296E-01  1.25107694E+55  1.25107694E+55  1.59882097E+07  0.00000000E+00  2.43170664E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  9.09808825E+50  0.00000000E+00  0.00000000E+00  5.96342005E-01  4.99009993E+00  4.80946648E-12
   1       4      2.30228195E-04  2.68768042E+00  3.19606038E+00  3.61636090E+00  6.50000000E-01  1.43740000E-10  7.11660293E-01  1.24126586E+55  1.24126586E+55  1.59664584E+07  0.00000000E+00  2.44878006E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  9.02674006E+50  0.00000000E+00  0.00000000E+00  5.97132411E-01  5.00758745E+00  4.76970128E-12
   1       5      2.33842446E-04  2.65934213E+00  3.17957380E+00  3.61633308E+00  6.50000000E-01  1.43740000E-10  7.11660288E-01  1.22885014E+55  1.22885014E+55  1.59364907E+07  0.00000000E+00  2.47068694E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.93645040E+50  0.00000000E+00  0.00000000E+00  5.98142920E-01  5.02993662E+00  4.71941064E-12
   1       6      2.37747321E-04  2.62963133E+00  3.16219642E+00  3.61630328E+00  6.50000000E-01  1.43740000E-10  7.11660283E-01  1.21582731E+55  1.21582731E+55  1.59019165E+07  0.00000000E+00  2.49404870E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.84174571E+50  0.00000000E+00  0.00000000E+00  5.99215422E-01  5.05366113E+00  4.66668426E-12
   1       7      2.41726342E-04  2.60027761E+00  3.14492831E+00  3.61627354E+00  6.50000000E-01  1.43740000E-10  7.11660277E-01  1.20295108E+55  1.20295108E+55  1.58642694E+07  0.00000000E+00  2.51752806E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.74810712E+50  0.00000000E+00  0.00000000E+00  6.00288788E-01  5.07739338E+00  4.61459158E-12
   1       8      2.45447161E-04  2.57361060E+00  3.12915643E+00  3.61624606E+00  6.50000000E-01  1.43740000E-10  7.11660271E-01  1.19124706E+55  1.19124706E+55  1.58267940E+07  0.00000000E+00  2.53921550E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.66299308E+50  0.00000000E+00  0.00000000E+00  6.01275854E-01  5.09921628E+00  4.56726688E-12
   1       9      2.48839645E-04  2.54989041E+00  3.11508033E+00  3.61621974E+00  6.50000000E-01  1.43740000E-10  7.11660265E-01  1.18084728E+55  1.18084728E+55  1.57907683E+07  0.00000000E+00  2.55883204E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.58736375E+50  0.00000000E+00  0.00000000E+00  6.02162259E-01  5.11887521E+00  4.52517177E-12
   1      10      2.51982806E-04  2.52820744E+00  3.10229176E+00  3.61618584E+00  6.50000000E-01  1.43740000E-10  7.11660259E-01  1.17143768E+55  1.17143768E+55  1.57561710E+07  0.00000000E+00  2.57721630E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.51893521E+50  0.00000000E+00  0.00000000E+00  6.02972100E-01  5.13723091E+00  4.48669201E-12
   1      11      2.54945736E-04  2.50823050E+00  3.09045744E+00  3.61615446E+00  6.50000000E-01  1.43740000E-10  7.11660254E-01  1.16276179E+55  1.16276179E+55  1.57220706E+07  0.00000000E+00  2.59435887E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.45584235E+50  0.00000000E+00  0.00000000E+00  6.03725378E-01  5.15428795E+00  4.45123986E-12
   1      12      2.57748278E-04  2.48973257E+00  3.07945715E+00  3.61612508E+00  6.50000000E-01  1.43740000E-10  7.11660248E-01  1.15472463E+55  1.15472463E+55  1.56885146E+07  0.00000000E+00  2.61041514E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.39739448E+50  0.00000000E+00  0.00000000E+00  6.04428928E-01  5.17021308E+00  4.41841244E-12
   1      13      2.60418366E-04  2.47245963E+00  3.06914844E+00  3.61609734E+00  6.50000000E-01  1.43740000E-10  7.11660242E-01  1.14721664E+55  1.14721664E+55  1.56553544E+07  0.00000000E+00  2.62556981E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.34279483E+50  0.00000000E+00  0.00000000E+00  6.05091210E-01  5.18519910E+00  4.38775896E-12
   1      14      2.62977213E-04  2.45622179E+00  3.05942343E+00  3.61607108E+00  6.50000000E-01  1.43740000E-10  7.11660236E-01  1.14015505E+55  1.14015505E+55  1.56224981E+07  0.00000000E+00  2.63995929E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.29144150E+50  0.00000000E+00  0.00000000E+00  6.05718638E-01  5.19938848E+00  4.35894242E-12
   1      15      2.65440844E-04  2.44087303E+00  3.05020111E+00  3.61604604E+00  6.50000000E-01  1.43740000E-10  7.11660231E-01  1.13347745E+55  1.13347745E+55  1.55898833E+07  0.00000000E+00  2.65369160E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.24288062E+50  0.00000000E+00  0.00000000E+00  6.06316025E-01  5.21289380E+00  4.33170370E-12
   1      16      2.67822235E-04  2.42629799E+00  3.04141571E+00  3.61602213E+00  6.50000000E-01  1.43740000E-10  7.11660225E-01  1.12713339E+55  1.12713339E+55  1.55574182E+07  0.00000000E+00  2.66684964E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.19674532E+50  0.00000000E+00  0.00000000E+00  6.06887289E-01  5.22580160E+00  4.30583806E-12
   1      17      2.70131564E-04  2.41240422E+00  3.03301543E+00  3.61599919E+00  6.50000000E-01  1.43740000E-10  7.11660219E-01  1.12108314E+55  1.12108314E+55  1.55250893E+07  0.00000000E+00  2.67950135E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.15274666E+50  0.00000000E+00  0.00000000E+00  6.07435512E-01  5.23818271E+00  4.28118143E-12
   1      18      2.72377455E-04  2.39911412E+00  3.02495689E+00  3.61597712E+00  6.50000000E-01  1.43740000E-10  7.11660213E-01  1.11529350E+55  1.11529350E+55  1.54928603E+07  0.00000000E+00  2.69170450E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.11064321E+50  0.00000000E+00  0.00000000E+00  6.07963282E-01  5.25009718E+00  4.25759611E-12
   1      19      2.74567005E-04  2.38636437E+00  3.01720413E+00  3.61595583E+00  6.50000000E-01  1.43740000E-10  7.11660207E-01  1.10973698E+55  1.10973698E+55  1.54606787E+07  0.00000000E+00  2.70350502E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.07023506E+50  0.00000000E+00  0.00000000E+00  6.08472747E-01  5.26159289E+00  4.23496973E-12
   1      20      2.76706096E-04  2.37402852E+00  3.00972928E+00  3.61593175E+00  6.50000000E-01  1.43740000E-10  7.11660201E-01  1.10439127E+55  1.10439127E+55  1.54286797E+07  0.00000000E+00  2.71507700E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  8.03135995E+50  0.00000000E+00  0.00000000E+00  6.08965554E-01  5.27284163E+00  4.21307786E-12
   1      21      2.78803408E-04  2.36210776E+00  3.00249331E+00  3.61590789E+00  6.50000000E-01  1.43740000E-10  7.11660195E-01  1.09922791E+55  1.09922791E+55  1.53966658E+07  0.00000000E+00  2.72635183E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  7.99381094E+50  0.00000000E+00  0.00000000E+00  6.09444122E-01  5.28377849E+00  4.19192265E-12
   1      22      2.80860178E-04  2.35059299E+00  2.99548528E+00  3.61588475E+00  6.50000000E-01  1.43740000E-10  7.11660189E-01  1.09423810E+55  1.09423810E+55  1.53646205E+07  0.00000000E+00  2.73732037E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  7.95752402E+50  0.00000000E+00  0.00000000E+00  6.09909039E-01  5.29439656E+00  4.17148792E-12
   1      23      2.82879743E-04  2.33945390E+00  2.98868764E+00  3.61586234E+00  6.50000000E-01  1.43740000E-10  7.11660183E-01  1.08940835E+55  1.08940835E+55  1.53325628E+07  0.00000000E+00  2.74800349E+04  6.50000000E-01  1.00000000E+00  0.00000000E+00  0.00000000E+00  7.27220522E-05  7.92240109E+50  0.00000000E+00  0.00000000E+00  6.10361344E-01  5.30471789E+00  4.15171989E-12
