 NUMBER OF TRACKS   1 FOLLOWING LINES INCLUDE NUMBER OF MODELS PER TRACK, STARTING MASS, AND STARTING ROTATION PERIOD
    1 1367  1.0500  8.0000
  J    K    Age(Gyr)         L/Lsun          R/Rsun        LogTeff(K)       Mcz(Msun)        Rcz(Rsun)          Xcen         Itot(cgs)       Icz(cgs)      Tau(cz)(sec)   HeCore(Msun)     Patm(cgs)       Mass(Msun)      Prot(days)      Icore(cgs)     Omega(core)     Omega(env)      Jtot(cgs)      Jcore(cgs)      Jenv(cgs)  CentrifugalCorr     CoronalB/Bsol       dM/dt(Msun/yr)
   1       1      1.61101735E-04  6.04435658E+00  4.08749449E+00  3.65093291E+00  1.05000000E+00  1.43740000E-10  7.11660287E-01  3.31143876E+55  3.31143876E+55  1.52366656E+07  0.00000000E+00  1.65004056E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  3.01018278E+50  0.00000000E+00  3.01018278E+50  8.80611807E-01  4.37991076E+00  1.21784560E-11
   1       2      1.63224715E-04  6.01282215E+00  4.07587339E+00  3.65098323E+00  1.05000000E+00  1.43740000E-10  7.11660261E-01  3.29303614E+55  3.29303614E+55  1.50904212E+07  0.00000000E+00  1.65899146E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.99345432E+50  0.00000000E+00  2.99345432E+50  8.81178145E-01  4.39177444E+00  1.21149189E-11
   1       3      1.64857777E-04  5.98900310E+00  4.06707590E+00  3.65102148E+00  1.05000000E+00  1.43740000E-10  7.11660241E-01  3.27913878E+55  3.27913878E+55  1.50317189E+07  0.00000000E+00  1.66580875E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.98082127E+50  0.00000000E+00  2.98082127E+50  8.81607175E-01  4.40078876E+00  1.20669271E-11
   1       4      1.66113978E-04  5.97093663E+00  4.06039373E+00  3.65105053E+00  1.05000000E+00  1.43740000E-10  7.11660225E-01  3.26860179E+55  3.26860179E+55  1.49865043E+07  0.00000000E+00  1.67101254E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.97124287E+50  0.00000000E+00  2.97124287E+50  8.81933215E-01  4.40765717E+00  1.20305260E-11
   1       5      1.67210599E-04  5.95535478E+00  4.05462227E+00  3.65107569E+00  1.05000000E+00  1.43740000E-10  7.11660211E-01  3.25951399E+55  3.25951399E+55  1.49470190E+07  0.00000000E+00  1.67552349E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.96298183E+50  0.00000000E+00  2.96298183E+50  8.82214934E-01  4.41360245E+00  1.19991309E-11
   1       6      1.68308853E-04  5.93993230E+00  4.04890332E+00  3.65110065E+00  1.05000000E+00  1.43740000E-10  7.11660197E-01  3.25052082E+55  3.25052082E+55  1.49075117E+07  0.00000000E+00  1.68000939E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.95480681E+50  0.00000000E+00  2.95480681E+50  8.82494195E-01  4.41950681E+00  1.19680570E-11
   1       7      1.69410658E-04  5.92464218E+00  4.04322671E+00  3.65112547E+00  1.05000000E+00  1.43740000E-10  7.11660182E-01  3.24160601E+55  3.24160601E+55  1.48679053E+07  0.00000000E+00  1.68447760E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.94670302E+50  0.00000000E+00  2.94670302E+50  8.82771490E-01  4.42538004E+00  1.19372497E-11
   1       8      1.70516324E-04  5.90948037E+00  4.03759084E+00  3.65115015E+00  1.05000000E+00  1.43740000E-10  7.11660167E-01  3.23276677E+55  3.23276677E+55  1.48282278E+07  0.00000000E+00  1.68892887E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.93866792E+50  0.00000000E+00  2.93866792E+50  8.83046895E-01  4.43122326E+00  1.19067010E-11
   1       9      1.71626131E-04  5.89444202E+00  4.03199478E+00  3.65117468E+00  1.05000000E+00  1.43740000E-10  7.11660152E-01  3.22400133E+55  3.22400133E+55  1.47884462E+07  0.00000000E+00  1.69336438E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.93069991E+50  0.00000000E+00  2.93069991E+50  8.83320451E-01  4.43703814E+00  1.18764010E-11
   1      10      1.72740550E-04  5.87952727E+00  4.02643567E+00  3.65119920E+00  1.05000000E+00  1.43740000E-10  7.11660136E-01  3.21530505E+55  3.21530505E+55  1.47485824E+07  0.00000000E+00  1.69778335E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.92279477E+50  0.00000000E+00  2.92279477E+50  8.83592296E-01  4.44282378E+00  1.18463501E-11
   1      11      1.73859542E-04  5.86472356E+00  4.02091553E+00  3.65122340E+00  1.05000000E+00  1.43740000E-10  7.11660120E-01  3.20668073E+55  3.20668073E+55  1.47086654E+07  0.00000000E+00  1.70218986E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.91495504E+50  0.00000000E+00  2.91495504E+50  8.83862327E-01  4.44858561E+00  1.18165228E-11
   1      12      1.74984350E-04  5.85002771E+00  4.01542713E+00  3.65124759E+00  1.05000000E+00  1.43740000E-10  7.11660104E-01  3.19811705E+55  3.19811705E+55  1.46686408E+07  0.00000000E+00  1.70658392E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.90717044E+50  0.00000000E+00  2.90717044E+50  8.84130896E-01  4.45432373E+00  1.17869129E-11
   1      13      1.76114558E-04  5.83544447E+00  4.00997303E+00  3.65127174E+00  1.05000000E+00  1.43740000E-10  7.11660087E-01  3.18961785E+55  3.18961785E+55  1.46285322E+07  0.00000000E+00  1.71096384E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.89944445E+50  0.00000000E+00  2.89944445E+50  8.84397876E-01  4.46003603E+00  1.17575300E-11
   1      14      1.77250687E-04  5.82094665E+00  4.00455178E+00  3.65129543E+00  1.05000000E+00  1.43740000E-10  7.11660070E-01  3.18118031E+55  3.18118031E+55  1.45883580E+07  0.00000000E+00  1.71533840E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.89177451E+50  0.00000000E+00  2.89177451E+50  8.84663333E-01  4.46573407E+00  1.17283191E-11
   1      15      1.78393374E-04  5.80654043E+00  3.99915997E+00  3.65131896E+00  1.05000000E+00  1.43740000E-10  7.11660053E-01  3.17279915E+55  3.17279915E+55  1.45480947E+07  0.00000000E+00  1.71970491E+04  1.05000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  2.88415582E+50  0.00000000E+00  2.88415582E+50  8.84927434E-01  4.47141436E+00  1.16992927E-11
