 NUMBER OF TRACKS   1 FOLLOWING LINES INCLUDE NUMBER OF MODELS PER TRACK, STARTING MASS, AND STARTING ROTATION PERIOD
    1 1515  1.3000  8.0000
  J    K    Age(Gyr)         L/Lsun          R/Rsun        LogTeff(K)       Mcz(Msun)        Rcz(Rsun)          Xcen         Itot(cgs)       Icz(cgs)      Tau(cz)(sec)   HeCore(Msun)     Patm(cgs)       Mass(Msun)      Prot(days)      Icore(cgs)     Omega(core)     Omega(env)      Jtot(cgs)      Jcore(cgs)      Jenv(cgs)  CentrifugalCorr     CoronalB/Bsol       dM/dt(Msun/yr)
   1       1      1.30563702E-04  1.03082400E+01  5.11668963E+00  3.66012558E+00  1.30000000E+00  1.43740000E-10  7.11660295E-01  6.41960733E+55  6.41960733E+55  1.73444271E+07  0.00000000E+00  1.15104544E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.83558774E+50  0.00000000E+00  5.83558774E+50  8.48589763E-01  3.65817256E+00  2.07695302E-11
   1       2      1.32399680E-04  1.02386267E+01  5.09688094E+00  3.66023217E+00  1.30000000E+00  1.43740000E-10  7.11660283E-01  6.37102488E+55  6.37102488E+55  1.71963984E+07  0.00000000E+00  1.16039017E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.79142505E+50  0.00000000E+00  5.79142505E+50  8.49431118E-01  3.67299191E+00  2.06292701E-11
   1       3      1.33811971E-04  1.01860694E+01  5.08186962E+00  3.66031388E+00  1.30000000E+00  1.43740000E-10  7.11660273E-01  6.33432525E+55  6.33432525E+55  1.71454700E+07  0.00000000E+00  1.16753151E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.75806414E+50  0.00000000E+00  5.75806414E+50  8.50069962E-01  3.68427685E+00  2.05233751E-11
   1       4      1.34912296E-04  1.01457181E+01  5.07031374E+00  3.66037727E+00  1.30000000E+00  1.43740000E-10  7.11660265E-01  6.30614250E+55  6.30614250E+55  1.71050700E+07  0.00000000E+00  1.17306533E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.73244530E+50  0.00000000E+00  5.73244530E+50  8.50562485E-01  3.69299783E+00  2.04420734E-11
   1       5      1.35991834E-04  1.01066650E+01  5.05910390E+00  3.66043915E+00  1.30000000E+00  1.43740000E-10  7.11660257E-01  6.27886118E+55  6.27886118E+55  1.70648412E+07  0.00000000E+00  1.17846384E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.70764588E+50  0.00000000E+00  5.70764588E+50  8.51040866E-01  3.70148575E+00  2.03633874E-11
   1       6      1.37056695E-04  1.00686566E+01  5.04816919E+00  3.66049992E+00  1.30000000E+00  1.43740000E-10  7.11660249E-01  6.25230391E+55  6.25230391E+55  1.70246240E+07  0.00000000E+00  1.18375883E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.68350464E+50  0.00000000E+00  5.68350464E+50  8.51508080E-01  3.70979206E+00  2.02868063E-11
   1       7      1.38108219E-04  1.00316192E+01  5.03748956E+00  3.66055967E+00  1.30000000E+00  1.43740000E-10  7.11660241E-01  6.22641821E+55  6.22641821E+55  1.69843865E+07  0.00000000E+00  1.18895777E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.65997387E+50  0.00000000E+00  5.65997387E+50  8.51964940E-01  3.71792964E+00  2.02121817E-11
   1       8      1.39147460E-04  9.99548784E+00  5.02704935E+00  3.66061841E+00  1.30000000E+00  1.43740000E-10  7.11660232E-01  6.20116240E+55  6.20116240E+55  1.69441284E+07  0.00000000E+00  1.19406723E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.63701569E+50  0.00000000E+00  5.63701569E+50  8.52412076E-01  3.72590985E+00  2.01393824E-11
   1       9      1.40175503E-04  9.96020493E+00  5.01683238E+00  3.66067626E+00  1.30000000E+00  1.43740000E-10  7.11660224E-01  6.17649419E+55  6.17649419E+55  1.69038482E+07  0.00000000E+00  1.19909309E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.61459166E+50  0.00000000E+00  5.61459166E+50  8.52850147E-01  3.73374284E+00  2.00682927E-11
   1      10      1.41193235E-04  9.92572048E+00  5.00682531E+00  3.66073328E+00  1.30000000E+00  1.43740000E-10  7.11660215E-01  6.15237846E+55  6.15237846E+55  1.68635123E+07  0.00000000E+00  1.20404035E+04  1.30000000E+00  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.59266984E+50  0.00000000E+00  5.59266984E+50  8.53279691E-01  3.74143731E+00  1.99988118E-11
