 NUMBER OF TRACKS   1 FOLLOWING LINES INCLUDE NUMBER OF MODELS PER TRACK, STARTING MASS, AND STARTING ROTATION PERIOD
    1  880  0.5000  8.0000
  J    K    Age(Gyr)         L/Lsun          R/Rsun        LogTeff(K)       Mcz(Msun)        Rcz(Rsun)          Xcen         Itot(cgs)       Icz(cgs)      Tau(cz)(sec)   HeCore(Msun)     Patm(cgs)       Mass(Msun)      Prot(days)      Icore(cgs)     Omega(core)     Omega(env)      Jtot(cgs)      Jcore(cgs)      Jenv(cgs)  CentrifugalCorr     CoronalB/Bsol       dM/dt(Msun/yr)
   1       1      3.22983110E-04  1.16966548E+00  2.42885252E+00  3.58563883E+00  5.00000000E-01  1.43740000E-10  7.11660298E-01  5.52865020E+54  5.52865020E+54  1.52574901E+07  0.00000000E+00  3.17820056E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  5.02568485E+49  0.00000000E+00  5.02568485E+49  9.28700933E-01  6.07867049E+00  2.35669741E-12
   1       2      3.26777040E-04  1.16244395E+00  2.42199140E+00  3.58558069E+00  5.00000000E-01  1.43740000E-10  7.11660288E-01  5.49837107E+54  5.49837107E+54  1.51301174E+07  0.00000000E+00  3.19265183E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.99816035E+49  0.00000000E+00  4.99816035E+49  9.29124520E-01  6.09247467E+00  2.34214713E-12
   1       3      3.29695448E-04  1.15679954E+00  2.41678226E+00  3.58551975E+00  5.00000000E-01  1.43740000E-10  7.11660280E-01  5.47542801E+54  5.47542801E+54  1.50931866E+07  0.00000000E+00  3.20374086E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.97730452E+49  0.00000000E+00  4.97730452E+49  9.29445817E-01  6.10304599E+00  2.33077451E-12
   1       4      3.32159439E-04  1.15209825E+00  2.41243459E+00  3.58546859E+00  5.00000000E-01  1.43740000E-10  7.11660273E-01  5.45631385E+54  5.45631385E+54  1.50615916E+07  0.00000000E+00  3.21304908E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.95992926E+49  0.00000000E+00  4.95992926E+49  9.29713776E-01  6.11190552E+00  2.32130213E-12
   1       5      3.34600292E-04  1.14742556E+00  2.40817417E+00  3.58541117E+00  5.00000000E-01  1.43740000E-10  7.11660266E-01  5.43761661E+54  5.43761661E+54  1.50301892E+07  0.00000000E+00  3.22223870E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.94293298E+49  0.00000000E+00  4.94293298E+49  9.29976177E-01  6.12063959E+00  2.31188736E-12
   1       6      3.37030228E-04  1.14283388E+00  2.40397909E+00  3.58535442E+00  5.00000000E-01  1.43740000E-10  7.11660259E-01  5.41923549E+54  5.41923549E+54  1.49985681E+07  0.00000000E+00  3.23133511E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.92622408E+49  0.00000000E+00  4.92622408E+49  9.30234376E-01  6.12927281E+00  2.30263584E-12
   1       7      3.39444524E-04  1.13833170E+00  2.39985611E+00  3.58529859E+00  5.00000000E-01  1.43740000E-10  7.11660252E-01  5.40119885E+54  5.40119885E+54  1.49668129E+07  0.00000000E+00  3.24032111E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.90982831E+49  0.00000000E+00  4.90982831E+49  9.30487963E-01  6.13778932E+00  2.29356464E-12
   1       8      3.41844328E-04  1.13391553E+00  2.39580195E+00  3.58524370E+00  5.00000000E-01  1.43740000E-10  7.11660245E-01  5.38349077E+54  5.38349077E+54  1.49349307E+07  0.00000000E+00  3.24920154E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.89373121E+49  0.00000000E+00  4.89373121E+49  9.30737149E-01  6.14619418E+00  2.28466673E-12
   1       9      3.44230915E-04  1.12957989E+00  2.39181341E+00  3.58518957E+00  5.00000000E-01  1.43740000E-10  7.11660238E-01  5.36609598E+54  5.36609598E+54  1.49029132E+07  0.00000000E+00  3.25798185E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.87791890E+49  0.00000000E+00  4.87791890E+49  9.30982135E-01  6.15449300E+00  2.27593107E-12
   1      10      3.46605917E-04  1.12532054E+00  2.38788656E+00  3.58513620E+00  5.00000000E-01  1.43740000E-10  7.11660230E-01  5.34899608E+54  5.34899608E+54  1.48707740E+07  0.00000000E+00  3.26666854E+04  5.00000000E-01  8.00000000E+00  0.00000000E+00  9.09025652E-06  9.09025652E-06  4.86237465E+49  0.00000000E+00  4.86237465E+49  9.31223169E-01  6.16269234E+00  2.26734913E-12
